year,country,home_team,away_team,score
2022,Honduras,Honduras,El Salvador,0-2
2022,Panama,Panama,Jamaica,3-2
2022,Senegal,Senegal,Equatorial Guinea,3-1
2022,Argentina,Argentina,Colombia,1-0
2022,Bolivia,Bolivia,Chile,2-3
2022,Brazil,Brazil,Paraguay,4-0
2022,Iran,Iran,United Arab Emirates,1-0
2022,Japan,Japan,Saudi Arabia,2-0
2022,Lebanon,Lebanon,Iraq,1-1
2022,Oman,Oman,Australia,2-2
2022,Peru,Peru,Ecuador,1-1
2022,Syria,Syria,South Korea,0-2
2022,Uruguay,Uruguay,Venezuela,4-1
2022,Vietnam,Vietnam,China PR,3-1
2022,Burkina Faso,Burkina Faso,Senegal,1-3
2022,El Salvador,El Salvador,Canada,0-2
2022,Jamaica,Jamaica,Costa Rica,0-1
2022,Mexico,Mexico,Panama,1-0
2022,United States,United States,Honduras,3-0
2022,Cameroon,Cameroon,Burkina Faso,3-3
2022,Cook Islands,Cook Islands,Solomon Islands,0-2
2022,New Caledonia,New Caledonia,Fiji,1-2
2022,Papua New Guinea,Papua New Guinea,New Zealand,0-1
2022,New Zealand,New Zealand,Fiji,4-0
2022,Papua New Guinea,Papua New Guinea,New Caledonia,1-0
2022,Australia,Australia,Japan,0-2
2022,Brazil,Brazil,Chile,4-0
2022,China PR,China PR,Saudi Arabia,1-1
2022,Colombia,Colombia,Bolivia,3-0
2022,Costa Rica,Costa Rica,Canada,1-0
2022,Fiji,Fiji,Papua New Guinea,1-2
2022,Iraq,Iraq,United Arab Emirates,1-0
2022,Italy,Italy,North Macedonia,0-1
2022,Jamaica,Jamaica,El Salvador,1-1
2022,Lebanon,Lebanon,Syria,0-3
2022,Moldova,Moldova,Kazakhstan,1-2
2022,New Zealand,New Zealand,New Caledonia,7-1
2022,Panama,Panama,Honduras,1-1
2022,Paraguay,Paraguay,Ecuador,3-1
2022,Portugal,Portugal,Turkey,3-1
2022,Solomon Islands,Solomon Islands,Tahiti,3-1
2022,South Korea,South Korea,Iran,2-0
2022,Sweden,Sweden,Czech Republic,1-0
2022,Uruguay,Uruguay,Peru,1-0
2022,Vietnam,Vietnam,Oman,0-1
2022,Wales,Wales,Austria,2-1
2022,Argentina,Argentina,Venezuela,3-0
2022,Cameroon,Cameroon,Algeria,0-1
2022,DR Congo,DR Congo,Morocco,1-1
2022,Egypt,Egypt,Senegal,1-0
2022,Mali,Mali,Tunisia,0-1
2022,Canada,Canada,Jamaica,4-0
2022,El Salvador,El Salvador,Costa Rica,1-2
2022,Honduras,Honduras,Mexico,0-1
2022,New Zealand,New Zealand,Tahiti,1-0
2022,Solomon Islands,Solomon Islands,Papua New Guinea,3-2
2022,United States,United States,Panama,5-1
2022,Algeria,Algeria,Cameroon,1-2
2022,Bolivia,Bolivia,Brazil,0-4
2022,Chile,Chile,Uruguay,0-2
2022,Cyprus,Cyprus,Estonia,2-0
2022,Ecuador,Ecuador,Argentina,1-1
2022,Iran,Iran,Lebanon,2-0
2022,Japan,Japan,Vietnam,1-1
2022,Kazakhstan,Kazakhstan,Moldova,0-1
2022,Morocco,Morocco,DR Congo,4-1
2022,Nigeria,Nigeria,Ghana,1-1
2022,Oman,Oman,China PR,2-0
2022,Peru,Peru,Paraguay,2-0
2022,Poland,Poland,Sweden,2-0
2022,Portugal,Portugal,North Macedonia,2-0
2022,Saudi Arabia,Saudi Arabia,Australia,1-0
2022,Senegal,Senegal,Egypt,1-0
2022,Syria,Syria,Iraq,1-1
2022,United Arab Emirates,United Arab Emirates,South Korea,1-0
2022,Venezuela,Venezuela,Colombia,0-1
2022,Costa Rica,Costa Rica,United States,2-0
2022,Jamaica,Jamaica,Honduras,2-1
2022,Mexico,Mexico,El Salvador,2-0
2022,Panama,Panama,Canada,1-0
2022,Solomon Islands,Solomon Islands,New Zealand,0-5
2022,Italy,Italy,Argentina,0-3
2022,Poland,Poland,Wales,2-1
2022,Scotland,Scotland,Ukraine,1-3
2022,Bulgaria,Bulgaria,North Macedonia,1-1
2022,Cyprus,Cyprus,Kosovo,0-2
2022,Czech Republic,Czech Republic,Switzerland,2-1
2022,Estonia,Estonia,San Marino,2-0
2022,Georgia,Georgia,Gibraltar,4-0
2022,Israel,Israel,Iceland,2-2
2022,Northern Ireland,Northern Ireland,Greece,0-1
2022,Serbia,Serbia,Norway,0-1
2022,Slovenia,Slovenia,Sweden,0-2
2022,Spain,Spain,Portugal,1-1
2022,Belarus,Belarus,Slovakia,0-1
2022,Belgium,Belgium,Netherlands,1-4
2022,Croatia,Croatia,Austria,0-3
2022,France,France,Denmark,1-2
2022,Kazakhstan,Kazakhstan,Azerbaijan,2-0
2022,Latvia,Latvia,Andorra,3-0
2022,Liechtenstein,Liechtenstein,Moldova,0-2
2022,Armenia,Armenia,Republic of Ireland,1-0
2022,Finland,Finland,Bosnia and Herzegovina,1-1
2022,Hungary,Hungary,England,1-0
2022,Italy,Italy,Germany,1-1
2022,Lithuania,Lithuania,Luxembourg,0-2
2022,Montenegro,Montenegro,Romania,2-0
2022,Turkey,Turkey,Faroe Islands,4-0
2022,Bulgaria,Bulgaria,Georgia,2-5
2022,Czech Republic,Czech Republic,Spain,2-2
2022,Gibraltar,Gibraltar,North Macedonia,0-2
2022,Kosovo,Kosovo,Greece,0-1
2022,Portugal,Portugal,Switzerland,4-0
2022,San Marino,San Marino,Malta,0-2
2022,Serbia,Serbia,Slovenia,4-1
2022,Sweden,Sweden,Norway,1-2
2022,Wales,Wales,Ukraine,1-0
2022,Austria,Austria,Denmark,1-2
2022,Croatia,Croatia,France,1-1
2022,Iceland,Iceland,Albania,1-1
2022,Latvia,Latvia,Liechtenstein,1-0
2022,Slovakia,Slovakia,Kazakhstan,0-1
2022,Bosnia and Herzegovina,Bosnia and Herzegovina,Romania,1-0
2022,Faroe Islands,Faroe Islands,Luxembourg,0-1
2022,Finland,Finland,Montenegro,2-0
2022,Germany,Germany,England,1-1
2022,Italy,Italy,Hungary,2-1
2022,Lithuania,Lithuania,Turkey,0-6
2022,United Arab Emirates,United Arab Emirates,Australia,1-2
2022,Belgium,Belgium,Poland,6-1
2022,Republic of Ireland,Republic of Ireland,Ukraine,0-1
2022,Scotland,Scotland,Armenia,2-0
2022,Wales,Wales,Netherlands,1-2
2022,Gibraltar,Gibraltar,Bulgaria,1-1
2022,Greece,Greece,Cyprus,3-0
2022,Kosovo,Kosovo,Northern Ireland,3-2
2022,Malta,Malta,Estonia,1-2
2022,North Macedonia,North Macedonia,Georgia,0-3
2022,Portugal,Portugal,Czech Republic,2-0
2022,Sweden,Sweden,Serbia,0-1
2022,Switzerland,Switzerland,Spain,0-1
2022,Albania,Albania,Israel,1-2
2022,Andorra,Andorra,Liechtenstein,2-1
2022,Austria,Austria,France,1-1
2022,Azerbaijan,Azerbaijan,Slovakia,0-1
2022,Belarus,Belarus,Kazakhstan,1-1
2022,Denmark,Denmark,Croatia,0-1
2022,Moldova,Moldova,Latvia,2-4
2022,Faroe Islands,Faroe Islands,Lithuania,2-1
2022,Hungary,Hungary,Germany,1-1
2022,Luxembourg,Luxembourg,Turkey,0-2
2022,Montenegro,Montenegro,Bosnia and Herzegovina,1-1
2022,Netherlands,Netherlands,Poland,2-2
2022,Republic of Ireland,Republic of Ireland,Scotland,3-0
2022,Romania,Romania,Finland,1-0
2022,Ukraine,Ukraine,Armenia,3-0
2022,Wales,Wales,Belgium,1-1
2022,Greece,Greece,Kosovo,2-0
2022,Malta,Malta,San Marino,1-0
2022,North Macedonia,North Macedonia,Gibraltar,4-0
2022,Northern Ireland,Northern Ireland,Cyprus,2-2
2022,Norway,Norway,Sweden,3-2
2022,Slovenia,Slovenia,Serbia,2-2
2022,Spain,Spain,Czech Republic,2-0
2022,Switzerland,Switzerland,Portugal,1-0
2022,Azerbaijan,Azerbaijan,Belarus,2-0
2022,Denmark,Denmark,Austria,2-0
2022,France,France,Croatia,0-1
2022,Iceland,Iceland,Israel,2-2
2022,Kazakhstan,Kazakhstan,Slovakia,2-1
2022,Armenia,Armenia,Scotland,1-4
2022,Bosnia and Herzegovina,Bosnia and Herzegovina,Finland,3-2
2022,Costa Rica,Costa Rica,New Zealand,1-0
2022,England,England,Hungary,0-4
2022,Germany,Germany,Italy,5-2
2022,Liechtenstein,Liechtenstein,Latvia,0-2
2022,Luxembourg,Luxembourg,Faroe Islands,2-2
2022,Moldova,Moldova,Andorra,2-1
2022,Netherlands,Netherlands,Wales,3-2
2022,Poland,Poland,Belgium,0-1
2022,Romania,Romania,Montenegro,0-3
2022,Turkey,Turkey,Lithuania,2-0
2022,Ukraine,Ukraine,Republic of Ireland,1-1
2022,Scotland,Scotland,Ukraine,3-0
2022,Belgium,Belgium,Wales,2-1
2022,Croatia,Croatia,Denmark,2-1
2022,France,France,Austria,2-0
2022,Kazakhstan,Kazakhstan,Belarus,2-1
2022,Latvia,Latvia,Moldova,1-2
2022,Liechtenstein,Liechtenstein,Andorra,0-2
2022,Lithuania,Lithuania,Faroe Islands,1-1
2022,Poland,Poland,Netherlands,0-2
2022,Slovakia,Slovakia,Azerbaijan,1-2
2022,Turkey,Turkey,Luxembourg,3-3
2022,Bosnia and Herzegovina,Bosnia and Herzegovina,Montenegro,1-0
2022,Bulgaria,Bulgaria,Gibraltar,5-1
2022,Estonia,Estonia,Malta,2-1
2022,Finland,Finland,Romania,1-1
2022,Georgia,Georgia,North Macedonia,2-0
2022,Germany,Germany,Hungary,0-1
2022,Italy,Italy,England,1-0
2022,Armenia,Armenia,Ukraine,0-5
2022,Cyprus,Cyprus,Greece,1-0
2022,Czech Republic,Czech Republic,Portugal,0-4
2022,Israel,Israel,Albania,2-1
2022,Northern Ireland,Northern Ireland,Kosovo,2-1
2022,Scotland,Scotland,Republic of Ireland,2-1
2022,Serbia,Serbia,Sweden,4-1
2022,Slovenia,Slovenia,Norway,2-1
2022,Spain,Spain,Switzerland,1-2
2022,Andorra,Andorra,Latvia,1-1
2022,Austria,Austria,Croatia,1-3
2022,Azerbaijan,Azerbaijan,Kazakhstan,3-0
2022,Denmark,Denmark,France,2-0
2022,Faroe Islands,Faroe Islands,Turkey,2-1
2022,Luxembourg,Luxembourg,Lithuania,1-0
2022,Moldova,Moldova,Liechtenstein,2-0
2022,Netherlands,Netherlands,Belgium,1-0
2022,Slovakia,Slovakia,Belarus,1-1
2022,Wales,Wales,Poland,0-1
2022,England,England,Germany,3-3
2022,Gibraltar,Gibraltar,Georgia,1-2
2022,Hungary,Hungary,Italy,0-2
2022,Montenegro,Montenegro,Finland,0-2
2022,North Macedonia,North Macedonia,Bulgaria,0-1
2022,Romania,Romania,Bosnia and Herzegovina,4-1
2022,San Marino,San Marino,Estonia,0-4
2022,Albania,Albania,Iceland,1-1
2022,Greece,Greece,Northern Ireland,3-1
2022,Kosovo,Kosovo,Cyprus,5-1
2022,Norway,Norway,Serbia,0-2
2022,Portugal,Portugal,Spain,0-1
2022,Republic of Ireland,Republic of Ireland,Armenia,3-2
2022,Sweden,Sweden,Slovenia,1-1
2022,Switzerland,Switzerland,Czech Republic,2-1
2022,Latvia,Latvia,Estonia,1-1
2022,Estonia,Estonia,Lithuania,2-0
2022,Latvia,Latvia,Iceland,1-1
2022,Qatar,Qatar,Ecuador,0-2
2022,England,England,Iran,6-2
2022,Senegal,Senegal,Netherlands,0-2
2022,United States,United States,Wales,1-1
2022,Argentina,Argentina,Saudi Arabia,1-2
2022,France,France,Australia,4-1
2022,Belgium,Belgium,Canada,1-0
2022,Germany,Germany,Japan,1-2
2022,Spain,Spain,Costa Rica,7-0
2022,Brazil,Brazil,Serbia,2-0
2022,Portugal,Portugal,Ghana,3-2
2022,Switzerland,Switzerland,Cameroon,1-0
2022,Netherlands,Netherlands,Ecuador,1-1
2022,Qatar,Qatar,Senegal,1-3
2022,Wales,Wales,Iran,0-2
2022,Argentina,Argentina,Mexico,2-0
2022,France,France,Denmark,2-1
2022,Poland,Poland,Saudi Arabia,2-0
2022,Tunisia,Tunisia,Australia,0-1
2022,Belgium,Belgium,Morocco,0-2
2022,Croatia,Croatia,Canada,4-1
2022,Japan,Japan,Costa Rica,0-1
2022,Spain,Spain,Germany,1-1
2022,Brazil,Brazil,Switzerland,1-0
2022,Cameroon,Cameroon,Serbia,3-3
2022,Portugal,Portugal,Uruguay,2-0
2022,South Korea,South Korea,Ghana,2-3
2022,Ecuador,Ecuador,Senegal,1-2
2022,Iran,Iran,United States,0-1
2022,Qatar,Qatar,Netherlands,0-2
2022,Wales,Wales,England,0-3
