year,country,home_team,away_team,score
2003,Algeria,Algeria,Niger,6-0
2003,Mali,Mali,Guinea-Bissau,2-0
2003,Mauritania,Mauritania,Zimbabwe,2-1
2003,Argentina,Argentina,Bolivia,3-0
2003,Colombia,Colombia,Venezuela,0-1
2003,Croatia,Croatia,Slovenia,1-1
2003,Gabon,Gabon,Burundi,4-1
2003,Kenya,Kenya,Tanzania,3-0
2003,Latvia,Latvia,Turkey,1-0
2003,Namibia,Namibia,Rwanda,1-1
2003,Paraguay,Paraguay,Ecuador,2-1
2003,Scotland,Scotland,Netherlands,1-0
2003,Spain,Spain,Norway,2-1
2003,Uruguay,Uruguay,Chile,2-1
2003,Zambia,Zambia,Seychelles,1-1
2003,Angola,Angola,Chad,2-0
2003,Benin,Benin,Madagascar,3-2
2003,Cape Verde,Cape Verde,Eswatini,3-0
2003,Ghana,Ghana,Somalia,5-0
2003,Liberia,Liberia,Gambia,3-0
2003,Libya,Libya,São Tomé and Príncipe,8-0
2003,Mauritius,Mauritius,Uganda,3-1
2003,Mozambique,Mozambique,Guinea,3-4
2003,Peru,Peru,Brazil,1-1
2003,Sierra Leone,Sierra Leone,Congo,1-1
2003,Togo,Togo,Equatorial Guinea,2-0
2003,Chile,Chile,Paraguay,0-1
2003,Venezuela,Venezuela,Bolivia,2-1
2003,Brazil,Brazil,Uruguay,3-3
2003,Colombia,Colombia,Argentina,1-1
2003,Ghana,Ghana,Somalia,2-0
2003,Netherlands,Netherlands,Scotland,6-0
2003,Norway,Norway,Spain,0-3
2003,Slovenia,Slovenia,Croatia,0-1
2003,Turkey,Turkey,Latvia,2-2
2003,Turkmenistan,Turkmenistan,Afghanistan,11-0
2003,Wales,Wales,Russia,0-1
2003,Afghanistan,Afghanistan,Turkmenistan,0-2
2003,Taiwan,Taiwan,Macau,3-0
2003,Bangladesh,Bangladesh,Tajikistan,0-2
2003,Macau,Macau,Taiwan,1-3
2003,Mongolia,Mongolia,Maldives,0-1
2003,Pakistan,Pakistan,Kyrgyzstan,0-2
2003,Tajikistan,Tajikistan,Bangladesh,2-0
2003,Kyrgyzstan,Kyrgyzstan,Pakistan,4-0
2003,Maldives,Maldives,Mongolia,12-0
2003,Sri Lanka,Sri Lanka,Laos,3-0
2004,Tunisia,Tunisia,Rwanda,2-1
2004,Cameroon,Cameroon,Algeria,1-1
2004,DR Congo,DR Congo,Guinea,1-2
2004,Zimbabwe,Zimbabwe,Egypt,1-2
2004,Kenya,Kenya,Mali,1-3
2004,Nigeria,Nigeria,Morocco,0-1
2004,South Africa,South Africa,Benin,2-0
2004,Rwanda,Rwanda,Guinea,1-1
2004,Tunisia,Tunisia,DR Congo,3-0
2004,Algeria,Algeria,Egypt,2-1
2004,Cameroon,Cameroon,Zimbabwe,5-3
2004,Burkina Faso,Burkina Faso,Mali,1-3
2004,Senegal,Senegal,Kenya,3-0
2004,Morocco,Morocco,Benin,4-0
2004,Nigeria,Nigeria,South Africa,4-0
2004,Rwanda,Rwanda,DR Congo,1-0
2004,Tunisia,Tunisia,Guinea,1-1
2004,Burkina Faso,Burkina Faso,Kenya,0-3
2004,Senegal,Senegal,Mali,1-1
2004,Algeria,Algeria,Zimbabwe,1-2
2004,Morocco,Morocco,South Africa,1-1
2004,Nigeria,Nigeria,Benin,2-1
2004,Mali,Mali,Guinea,2-1
2004,Tunisia,Tunisia,Senegal,1-0
2004,Cameroon,Cameroon,Nigeria,1-2
2004,Morocco,Morocco,Algeria,3-1
2004,Morocco,Morocco,Mali,4-0
2004,Tunisia,Tunisia,Nigeria,1-1
2004,Nigeria,Nigeria,Mali,2-1
2004,Tunisia,Tunisia,Morocco,2-1
2004,Antigua and Barbuda,Antigua and Barbuda,Curaçao,2-0
2004,Bahrain,Bahrain,Syria,2-1
2004,China PR,China PR,Kuwait,1-0
2004,Haiti,Haiti,Turks and Caicos Islands,5-0
2004,India,India,Singapore,1-0
2004,Iran,Iran,Qatar,3-1
2004,Japan,Japan,Oman,1-0
2004,Jordan,Jordan,Laos,5-0
2004,Kyrgyzstan,Kyrgyzstan,Tajikistan,1-2
2004,Malaysia,Malaysia,Hong Kong,1-3
2004,Palestine,Palestine,Taiwan,8-0
2004,Saudi Arabia,Saudi Arabia,Indonesia,3-0
2004,South Korea,South Korea,Lebanon,2-0
2004,Turkmenistan,Turkmenistan,Sri Lanka,2-0
2004,United Arab Emirates,United Arab Emirates,Thailand,1-0
2004,United States Virgin Islands,United States Virgin Islands,Saint Kitts and Nevis,0-4
2004,Uzbekistan,Uzbekistan,Iraq,1-1
2004,Vietnam,Vietnam,Maldives,4-0
2004,Yemen,Yemen,North Korea,1-1
2004,Turks and Caicos Islands,Turks and Caicos Islands,Haiti,0-2
2004,British Virgin Islands,British Virgin Islands,Saint Lucia,0-1
2004,Cayman Islands,Cayman Islands,Cuba,1-2
2004,Aruba,Aruba,Suriname,1-2
2004,Grenada,Grenada,Guyana,5-0
2004,Bermuda,Bermuda,Montserrat,13-0
2004,Guyana,Guyana,Grenada,1-3
2004,Dominican Republic,Dominican Republic,Anguilla,6-0
2004,Montserrat,Montserrat,Bermuda,0-7
2004,Bahamas,Bahamas,Dominica,1-1
2004,Cuba,Cuba,Cayman Islands,3-0
2004,Suriname,Suriname,Aruba,8-1
2004,Bahamas,Bahamas,Dominica,1-3
2004,Saint Lucia,Saint Lucia,British Virgin Islands,9-0
2004,Argentina,Argentina,Ecuador,1-0
2004,Bolivia,Bolivia,Chile,0-2
2004,Curaçao,Curaçao,Antigua and Barbuda,3-0
2004,Hong Kong,Hong Kong,China PR,0-1
2004,India,India,Oman,1-5
2004,Jordan,Jordan,Qatar,1-0
2004,Kyrgyzstan,Kyrgyzstan,Syria,1-1
2004,Laos,Laos,Iran,0-7
2004,Malaysia,Malaysia,Kuwait,0-2
2004,Palestine,Palestine,Iraq,1-1
2004,Peru,Peru,Colombia,0-2
2004,Saint Kitts and Nevis,Saint Kitts and Nevis,United States Virgin Islands,7-0
2004,Singapore,Singapore,Japan,1-2
2004,Sri Lanka,Sri Lanka,Saudi Arabia,0-1
2004,Taiwan,Taiwan,Uzbekistan,0-1
2004,Turkmenistan,Turkmenistan,Indonesia,3-1
2004,Uruguay,Uruguay,Venezuela,0-3
2004,Vietnam,Vietnam,Lebanon,0-2
2004,Yemen,Yemen,Thailand,0-3
2004,Papua New Guinea,Papua New Guinea,Vanuatu,1-1
2004,Samoa,Samoa,American Samoa,4-0
2004,Solomon Islands,Solomon Islands,Tonga,6-0
2004,Tahiti,Tahiti,Cook Islands,2-0
2004,American Samoa,American Samoa,Vanuatu,1-9
2004,Fiji,Fiji,Papua New Guinea,4-2
2004,Solomon Islands,Solomon Islands,Cook Islands,5-0
2004,Fiji,Fiji,American Samoa,11-0
2004,Samoa,Samoa,Vanuatu,0-3
2004,Solomon Islands,Solomon Islands,New Caledonia,2-0
2004,Tonga,Tonga,Cook Islands,2-1
2004,American Samoa,American Samoa,Papua New Guinea,0-10
2004,New Caledonia,New Caledonia,Cook Islands,8-0
2004,Samoa,Samoa,Fiji,0-4
2004,Tahiti,Tahiti,Tonga,2-0
2004,Fiji,Fiji,Vanuatu,0-3
2004,New Caledonia,New Caledonia,Tonga,8-0
2004,Samoa,Samoa,Papua New Guinea,1-4
2004,Solomon Islands,Solomon Islands,Tahiti,1-1
2004,Australia,Australia,New Zealand,1-0
2004,Vanuatu,Vanuatu,Solomon Islands,0-1
2004,Australia,Australia,Tahiti,9-0
2004,Fiji,Fiji,Vanuatu,1-0
2004,New Zealand,New Zealand,Solomon Islands,3-0
2004,Bolivia,Bolivia,Paraguay,2-1
2004,Uruguay,Uruguay,Peru,1-3
2004,Venezuela,Venezuela,Chile,0-1
2004,Australia,Australia,Fiji,6-1
2004,Brazil,Brazil,Argentina,3-1
2004,Ecuador,Ecuador,Colombia,2-1
2004,New Zealand,New Zealand,Vanuatu,2-4
2004,Tahiti,Tahiti,Solomon Islands,0-4
2004,Australia,Australia,Vanuatu,3-0
2004,Fiji,Fiji,Solomon Islands,1-2
2004,New Zealand,New Zealand,Tahiti,10-0
2004,Burkina Faso,Burkina Faso,Ghana,1-0
2004,Ecuador,Ecuador,Bolivia,3-2
2004,Gabon,Gabon,Zimbabwe,1-1
2004,Malawi,Malawi,Morocco,1-1
2004,Nigeria,Nigeria,Rwanda,2-0
2004,Senegal,Senegal,Congo,2-0
2004,South Africa,South Africa,Cape Verde,2-1
2004,Tunisia,Tunisia,Botswana,4-1
2004,Zambia,Zambia,Togo,1-0
2004,Australia,Australia,Solomon Islands,2-2
2004,Cameroon,Cameroon,Benin,2-1
2004,Chile,Chile,Brazil,1-1
2004,Colombia,Colombia,Uruguay,5-0
2004,Fiji,Fiji,New Zealand,0-2
2004,Ivory Coast,Ivory Coast,Libya,2-0
2004,Liberia,Liberia,Mali,1-0
2004,Sudan,Sudan,Egypt,0-3
2004,Tahiti,Tahiti,Vanuatu,2-1
2004,Uganda,Uganda,DR Congo,1-0
2004,Bahrain,Bahrain,Kyrgyzstan,5-0
2004,China PR,China PR,Malaysia,4-0
2004,Indonesia,Indonesia,Sri Lanka,1-0
2004,Iran,Iran,Jordan,0-1
2004,Iraq,Iraq,Taiwan,6-1
2004,Japan,Japan,India,7-0
2004,Kuwait,Kuwait,Hong Kong,4-0
2004,Lebanon,Lebanon,Maldives,3-0
2004,Oman,Oman,Singapore,7-0
2004,Qatar,Qatar,Laos,5-0
2004,Saudi Arabia,Saudi Arabia,Turkmenistan,3-0
2004,South Korea,South Korea,Vietnam,2-0
2004,Thailand,Thailand,North Korea,1-4
2004,United Arab Emirates,United Arab Emirates,Yemen,3-0
2004,Uzbekistan,Uzbekistan,Palestine,3-0
2004,Syria,Syria,Tajikistan,2-1
2004,Cuba,Cuba,Costa Rica,2-2
2004,Curaçao,Curaçao,Honduras,1-2
2004,Haiti,Haiti,Jamaica,1-1
2004,Portugal,Portugal,Greece,1-2
2004,Spain,Spain,Russia,1-0
2004,Suriname,Suriname,Guatemala,1-1
2004,Barbados,Barbados,Saint Kitts and Nevis,0-2
2004,Canada,Canada,Belize,4-0
2004,Dominican Republic,Dominican Republic,Trinidad and Tobago,0-2
2004,El Salvador,El Salvador,Bermuda,2-1
2004,France,France,England,2-1
2004,Nicaragua,Nicaragua,Saint Vincent and the Grenadines,2-2
2004,Panama,Panama,Saint Lucia,4-0
2004,United States,United States,Grenada,3-0
2004,Sweden,Sweden,Bulgaria,5-0
2004,Czech Republic,Czech Republic,Latvia,2-1
2004,Germany,Germany,Netherlands,1-1
2004,Canada,Canada,Belize,4-0
2004,Greece,Greece,Spain,1-1
2004,Portugal,Portugal,Russia,2-0
2004,Croatia,Croatia,France,2-2
2004,England,England,Switzerland,3-0
2004,Bulgaria,Bulgaria,Denmark,0-2
2004,Italy,Italy,Sweden,1-1
2004,Botswana,Botswana,Malawi,2-0
2004,Cape Verde,Cape Verde,Uganda,1-0
2004,Dominica,Dominica,Mexico,0-10
2004,Honduras,Honduras,Curaçao,4-0
2004,Mali,Mali,Zambia,1-1
2004,Netherlands,Netherlands,Czech Republic,2-3
2004,Rwanda,Rwanda,Gabon,3-1
2004,Saint Kitts and Nevis,Saint Kitts and Nevis,Barbados,3-2
2004,Angola,Angola,Nigeria,1-0
2004,Benin,Benin,Sudan,1-1
2004,Bermuda,Bermuda,El Salvador,2-2
2004,Congo,Congo,Liberia,3-0
2004,Costa Rica,Costa Rica,Cuba,1-1
2004,DR Congo,DR Congo,Burkina Faso,3-2
2004,Egypt,Egypt,Ivory Coast,1-2
2004,Ghana,Ghana,South Africa,3-0
2004,Grenada,Grenada,United States,2-3
2004,Guatemala,Guatemala,Suriname,3-1
2004,Guinea,Guinea,Tunisia,2-1
2004,Jamaica,Jamaica,Haiti,3-0
2004,Portugal,Portugal,Spain,1-0
2004,Russia,Russia,Greece,2-1
2004,Saint Lucia,Saint Lucia,Panama,0-3
2004,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Nicaragua,4-1
2004,Togo,Togo,Senegal,3-1
2004,Trinidad and Tobago,Trinidad and Tobago,Dominican Republic,4-0
2004,Zimbabwe,Zimbabwe,Algeria,1-1
2004,Croatia,Croatia,England,2-4
2004,Switzerland,Switzerland,France,1-3
2004,Denmark,Denmark,Sweden,2-2
2004,Italy,Italy,Bulgaria,2-1
2004,Germany,Germany,Czech Republic,1-2
2004,Netherlands,Netherlands,Latvia,3-0
2004,Portugal,Portugal,England,2-2
2004,France,France,Greece,0-1
2004,Czech Republic,Czech Republic,Denmark,3-0
2004,Mexico,Mexico,Dominica,8-0
2004,Portugal,Portugal,Netherlands,2-1
2004,Greece,Greece,Czech Republic,1-0
2004,Botswana,Botswana,Morocco,0-1
2004,Cape Verde,Cape Verde,DR Congo,1-1
2004,Gabon,Gabon,Angola,2-2
2004,Malawi,Malawi,Guinea,1-1
2004,Nigeria,Nigeria,Algeria,1-0
2004,Rwanda,Rwanda,Zimbabwe,0-2
2004,Senegal,Senegal,Zambia,1-0
2004,South Africa,South Africa,Burkina Faso,2-0
2004,Sudan,Sudan,Libya,0-1
2004,Uganda,Uganda,Ghana,1-1
2004,Benin,Benin,Egypt,3-3
2004,Cameroon,Cameroon,Ivory Coast,2-0
2004,Congo,Congo,Mali,1-0
2004,Portugal,Portugal,Greece,0-1
2004,Peru,Peru,Bolivia,2-2
2004,Venezuela,Venezuela,Colombia,0-1
2004,Argentina,Argentina,Ecuador,6-1
2004,Mexico,Mexico,Uruguay,2-2
2004,Brazil,Brazil,Chile,1-0
2004,Costa Rica,Costa Rica,Paraguay,0-1
2004,Colombia,Colombia,Bolivia,1-0
2004,Peru,Peru,Venezuela,3-1
2004,Argentina,Argentina,Mexico,0-1
2004,Uruguay,Uruguay,Ecuador,2-1
2004,Brazil,Brazil,Costa Rica,4-1
2004,Paraguay,Paraguay,Chile,1-1
2004,Peru,Peru,Colombia,2-2
2004,Venezuela,Venezuela,Bolivia,1-1
2004,Argentina,Argentina,Uruguay,4-2
2004,Mexico,Mexico,Ecuador,2-1
2004,Brazil,Brazil,Paraguay,1-2
2004,Costa Rica,Costa Rica,Chile,2-1
2004,China PR,China PR,Bahrain,2-2
2004,Colombia,Colombia,Costa Rica,2-0
2004,Peru,Peru,Argentina,0-1
2004,Iraq,Iraq,Uzbekistan,0-1
2004,Mexico,Mexico,Brazil,0-4
2004,Paraguay,Paraguay,Uruguay,1-3
2004,Qatar,Qatar,Indonesia,1-2
2004,Saudi Arabia,Saudi Arabia,Turkmenistan,2-2
2004,Kuwait,Kuwait,United Arab Emirates,3-1
2004,Argentina,Argentina,Colombia,3-0
2004,Iran,Iran,Thailand,3-0
2004,Japan,Japan,Oman,1-0
2004,Bahrain,Bahrain,Qatar,1-1
2004,China PR,China PR,Indonesia,5-0
2004,Uruguay,Uruguay,Brazil,1-1
2004,Turkmenistan,Turkmenistan,Iraq,2-3
2004,Uzbekistan,Uzbekistan,Saudi Arabia,1-0
2004,Jordan,Jordan,Kuwait,2-0
2004,United Arab Emirates,United Arab Emirates,South Korea,0-2
2004,Colombia,Colombia,Uruguay,1-2
2004,Oman,Oman,Iran,2-2
2004,Thailand,Thailand,Japan,1-4
2004,Argentina,Argentina,Brazil,2-2
2004,Bahrain,Bahrain,Indonesia,3-1
2004,China PR,China PR,Qatar,1-0
2004,Saudi Arabia,Saudi Arabia,Iraq,1-2
2004,Turkmenistan,Turkmenistan,Uzbekistan,0-1
2004,South Korea,South Korea,Kuwait,4-0
2004,Oman,Oman,Thailand,2-0
2004,China PR,China PR,Iraq,3-0
2004,Uzbekistan,Uzbekistan,Bahrain,2-2
2004,Japan,Japan,Jordan,1-1
2004,South Korea,South Korea,Iran,3-4
2004,Bahrain,Bahrain,Japan,3-4
2004,China PR,China PR,Iran,1-1
2004,Iran,Iran,Bahrain,4-2
2004,China PR,China PR,Japan,1-3
2004,Canada,Canada,Guatemala,0-2
2004,Costa Rica,Costa Rica,Honduras,2-5
2004,El Salvador,El Salvador,Panama,2-1
2004,Jamaica,Jamaica,United States,1-1
2004,Liechtenstein,Liechtenstein,Estonia,1-2
2004,North Macedonia,North Macedonia,Armenia,3-0
2004,Romania,Romania,Finland,2-1
2004,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Trinidad and Tobago,0-2
2004,Slovakia,Slovakia,Luxembourg,3-1
2004,Libya,Libya,Benin,4-1
2004,Albania,Albania,Greece,2-1
2004,Austria,Austria,England,2-2
2004,Azerbaijan,Azerbaijan,Wales,1-1
2004,Belgium,Belgium,Lithuania,1-1
2004,Burkina Faso,Burkina Faso,Uganda,2-0
2004,Canada,Canada,Honduras,1-1
2004,Croatia,Croatia,Hungary,3-0
2004,Denmark,Denmark,Ukraine,1-1
2004,Estonia,Estonia,Luxembourg,4-0
2004,Finland,Finland,Andorra,3-0
2004,Iceland,Iceland,Bulgaria,1-3
2004,Italy,Italy,Norway,2-1
2004,Jamaica,Jamaica,Panama,1-2
2004,Kenya,Kenya,Malawi,3-2
2004,Latvia,Latvia,Portugal,0-2
2004,Malta,Malta,Sweden,0-7
2004,Morocco,Morocco,Tunisia,1-1
2004,Northern Ireland,Northern Ireland,Poland,0-3
2004,Peru,Peru,Argentina,1-3
2004,Republic of Ireland,Republic of Ireland,Cyprus,3-0
2004,Romania,Romania,North Macedonia,2-1
2004,Russia,Russia,Slovakia,1-1
2004,Saint Kitts and Nevis,Saint Kitts and Nevis,Trinidad and Tobago,1-2
2004,San Marino,San Marino,Serbia,0-3
2004,Slovenia,Slovenia,Moldova,3-0
2004,Switzerland,Switzerland,Faroe Islands,6-0
2004,Turkey,Turkey,Georgia,1-1
2004,United States,United States,El Salvador,2-0
2004,Zambia,Zambia,Liberia,1-0
2004,Algeria,Algeria,Gabon,0-3
2004,Angola,Angola,Rwanda,1-0
2004,Brazil,Brazil,Bolivia,3-1
2004,DR Congo,DR Congo,South Africa,1-0
2004,Egypt,Egypt,Cameroon,3-2
2004,Ghana,Ghana,Cape Verde,2-0
2004,Guatemala,Guatemala,Costa Rica,2-1
2004,Guinea,Guinea,Botswana,4-0
2004,Ivory Coast,Ivory Coast,Sudan,5-0
2004,Mali,Mali,Senegal,2-2
2004,Paraguay,Paraguay,Venezuela,1-0
2004,Togo,Togo,Congo,2-0
2004,Uruguay,Uruguay,Ecuador,1-0
2004,Zimbabwe,Zimbabwe,Nigeria,0-3
2004,Andorra,Andorra,Romania,1-5
2004,Armenia,Armenia,Finland,0-2
2004,Austria,Austria,Azerbaijan,2-0
2004,Bosnia and Herzegovina,Bosnia and Herzegovina,Spain,1-1
2004,Costa Rica,Costa Rica,Canada,1-0
2004,El Salvador,El Salvador,Jamaica,0-3
2004,Faroe Islands,Faroe Islands,France,0-2
2004,Georgia,Georgia,Albania,2-0
2004,Honduras,Honduras,Guatemala,2-2
2004,Hong Kong,Hong Kong,Kuwait,0-2
2004,Hungary,Hungary,Iceland,3-2
2004,India,India,Japan,0-4
2004,Israel,Israel,Cyprus,2-1
2004,Jordan,Jordan,Iran,0-2
2004,Kazakhstan,Kazakhstan,Ukraine,1-2
2004,Kyrgyzstan,Kyrgyzstan,Bahrain,1-2
2004,Laos,Laos,Qatar,1-6
2004,Lithuania,Lithuania,San Marino,4-0
2004,Luxembourg,Luxembourg,Latvia,3-4
2004,Malaysia,Malaysia,China PR,0-1
2004,Maldives,Maldives,Lebanon,2-5
2004,Moldova,Moldova,Italy,0-1
2004,Netherlands,Netherlands,Czech Republic,2-0
2004,North Korea,North Korea,Thailand,4-1
2004,Norway,Norway,Belarus,1-1
2004,Palestine,Palestine,Uzbekistan,0-3
2004,Panama,Panama,United States,1-1
2004,Poland,Poland,England,1-2
2004,Portugal,Portugal,Estonia,4-0
2004,Singapore,Singapore,Oman,0-2
2004,Slovakia,Slovakia,Liechtenstein,7-0
2004,Sri Lanka,Sri Lanka,Indonesia,2-2
2004,Sweden,Sweden,Croatia,0-1
2004,Switzerland,Switzerland,Republic of Ireland,1-1
2004,Taiwan,Taiwan,Iraq,1-4
2004,Tajikistan,Tajikistan,Syria,0-1
2004,Trinidad and Tobago,Trinidad and Tobago,Mexico,1-3
2004,Turkmenistan,Turkmenistan,Saudi Arabia,0-1
2004,Vietnam,Vietnam,South Korea,1-2
2004,Wales,Wales,Northern Ireland,2-2
2004,Yemen,Yemen,United Arab Emirates,3-1
2004,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Kitts and Nevis,1-0
2004,Mexico,Mexico,Saint Vincent and the Grenadines,7-0
2004,Libya,Libya,Egypt,2-1
2004,Albania,Albania,Denmark,0-2
2004,Argentina,Argentina,Uruguay,4-2
2004,Austria,Austria,Poland,1-3
2004,Belarus,Belarus,Moldova,4-0
2004,Bolivia,Bolivia,Peru,1-0
2004,Botswana,Botswana,Kenya,2-1
2004,Cape Verde,Cape Verde,Burkina Faso,1-0
2004,Colombia,Colombia,Paraguay,1-1
2004,Costa Rica,Costa Rica,Guatemala,5-0
2004,Croatia,Croatia,Bulgaria,2-2
2004,Cyprus,Cyprus,Faroe Islands,2-2
2004,Czech Republic,Czech Republic,Romania,1-0
2004,El Salvador,El Salvador,United States,0-2
2004,England,England,Wales,2-0
2004,Finland,Finland,Armenia,3-1
2004,Gabon,Gabon,Nigeria,1-1
2004,Honduras,Honduras,Canada,1-1
2004,Israel,Israel,Switzerland,2-2
2004,Liechtenstein,Liechtenstein,Portugal,2-2
2004,Luxembourg,Luxembourg,Russia,0-4
2004,Malawi,Malawi,Tunisia,2-2
2004,North Macedonia,North Macedonia,Netherlands,2-2
2004,Panama,Panama,Jamaica,1-1
2004,Rwanda,Rwanda,Algeria,1-1
2004,Scotland,Scotland,Norway,0-1
2004,Slovakia,Slovakia,Latvia,4-1
2004,Slovenia,Slovenia,Italy,1-0
2004,Solomon Islands,Solomon Islands,Australia,1-5
2004,Spain,Spain,Belgium,2-0
2004,Sri Lanka,Sri Lanka,Turkmenistan,2-2
2004,Sudan,Sudan,Cameroon,1-1
2004,Sweden,Sweden,Hungary,3-0
2004,Turkey,Turkey,Kazakhstan,4-0
2004,Ukraine,Ukraine,Greece,1-1
2004,Venezuela,Venezuela,Brazil,2-5
2004,Angola,Angola,Zimbabwe,1-0
2004,Benin,Benin,Ivory Coast,0-1
2004,Congo,Congo,Zambia,2-3
2004,Ecuador,Ecuador,Chile,2-0
2004,Guinea,Guinea,Morocco,1-1
2004,Liberia,Liberia,Senegal,0-3
2004,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Mexico,0-1
2004,Togo,Togo,Mali,1-0
2004,Trinidad and Tobago,Trinidad and Tobago,Saint Kitts and Nevis,5-1
2004,Uganda,Uganda,South Africa,0-1
2004,Australia,Australia,Solomon Islands,6-0
2004,Indonesia,Indonesia,Saudi Arabia,1-3
2004,Andorra,Andorra,North Macedonia,1-0
2004,Armenia,Armenia,Czech Republic,0-3
2004,Azerbaijan,Azerbaijan,England,0-1
2004,Bulgaria,Bulgaria,Malta,4-1
2004,Canada,Canada,Costa Rica,1-3
2004,Cyprus,Cyprus,France,0-2
2004,Denmark,Denmark,Turkey,1-1
2004,Guatemala,Guatemala,Honduras,1-0
2004,Hong Kong,Hong Kong,Malaysia,2-0
2004,Iceland,Iceland,Sweden,1-4
2004,Iraq,Iraq,Uzbekistan,1-2
2004,Italy,Italy,Belarus,4-3
2004,Kazakhstan,Kazakhstan,Albania,0-1
2004,Kuwait,Kuwait,China PR,1-0
2004,Laos,Laos,Jordan,2-3
2004,Latvia,Latvia,Estonia,2-2
2004,Lebanon,Lebanon,South Korea,1-1
2004,Luxembourg,Luxembourg,Liechtenstein,0-4
2004,Maldives,Maldives,Vietnam,3-0
2004,Mexico,Mexico,Trinidad and Tobago,3-0
2004,Moldova,Moldova,Scotland,1-1
2004,Netherlands,Netherlands,Finland,3-1
2004,North Korea,North Korea,Yemen,2-1
2004,Northern Ireland,Northern Ireland,Austria,3-3
2004,Norway,Norway,Slovenia,3-0
2004,Oman,Oman,Japan,0-1
2004,Paraguay,Paraguay,Peru,1-1
2004,Portugal,Portugal,Russia,7-1
2004,Qatar,Qatar,Iran,2-3
2004,Republic of Ireland,Republic of Ireland,Faroe Islands,2-0
2004,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint Vincent and the Grenadines,0-3
2004,Serbia,Serbia,San Marino,5-0
2004,Singapore,Singapore,India,2-0
2004,Syria,Syria,Bahrain,2-2
2004,Tajikistan,Tajikistan,Kyrgyzstan,2-1
2004,Thailand,Thailand,United Arab Emirates,3-0
2004,Ukraine,Ukraine,Georgia,2-0
2004,United States,United States,Panama,6-0
2004,Wales,Wales,Poland,2-3
2004,Taiwan,Taiwan,Palestine,0-1
2004,Venezuela,Venezuela,Ecuador,3-1
2004,Saint Kitts and Nevis,Saint Kitts and Nevis,Mexico,0-5
2004,Iraq,Iraq,Palestine,4-1
2004,Andorra,Andorra,Netherlands,0-3
2004,Argentina,Argentina,Venezuela,3-2
2004,Armenia,Armenia,Romania,1-1
2004,Bahrain,Bahrain,Tajikistan,4-0
2004,Belgium,Belgium,Serbia,0-2
2004,China PR,China PR,Hong Kong,7-0
2004,Colombia,Colombia,Bolivia,1-0
2004,Cyprus,Cyprus,Israel,1-2
2004,Ecuador,Ecuador,Brazil,1-0
2004,Georgia,Georgia,Denmark,2-2
2004,Greece,Greece,Kazakhstan,3-1
2004,Guatemala,Guatemala,Canada,0-1
2004,Indonesia,Indonesia,Turkmenistan,3-1
2004,Iran,Iran,Laos,7-0
2004,Japan,Japan,Singapore,1-0
2004,Kenya,Kenya,Guinea,2-1
2004,Kuwait,Kuwait,Malaysia,6-1
2004,Liechtenstein,Liechtenstein,Latvia,1-3
2004,Luxembourg,Luxembourg,Portugal,0-5
2004,Malta,Malta,Hungary,0-2
2004,Mexico,Mexico,Saint Kitts and Nevis,8-0
2004,North Macedonia,North Macedonia,Czech Republic,0-2
2004,Panama,Panama,El Salvador,3-0
2004,Peru,Peru,Chile,2-1
2004,Qatar,Qatar,Jordan,2-0
2004,Russia,Russia,Estonia,4-0
2004,San Marino,San Marino,Lithuania,0-1
2004,Saudi Arabia,Saudi Arabia,Sri Lanka,3-0
2004,South Korea,South Korea,Maldives,2-0
2004,Syria,Syria,Kyrgyzstan,0-1
2004,Thailand,Thailand,Yemen,1-1
2004,Trinidad and Tobago,Trinidad and Tobago,Saint Vincent and the Grenadines,2-1
2004,Turkey,Turkey,Ukraine,0-3
2004,United Arab Emirates,United Arab Emirates,North Korea,1-0
2004,United States,United States,Jamaica,1-1
2004,Uruguay,Uruguay,Paraguay,1-0
2004,Uzbekistan,Uzbekistan,Taiwan,6-1
2005,Albania,Albania,Ukraine,0-2
2005,Costa Rica,Costa Rica,Mexico,1-2
2005,Greece,Greece,Denmark,2-1
2005,Japan,Japan,North Korea,2-1
2005,Morocco,Morocco,Kenya,5-1
2005,South Korea,South Korea,Kuwait,2-0
2005,Spain,Spain,San Marino,5-0
2005,Trinidad and Tobago,Trinidad and Tobago,United States,1-2
2005,Uzbekistan,Uzbekistan,Saudi Arabia,1-1
2005,Iran,Iran,Japan,2-1
2005,Kuwait,Kuwait,Uzbekistan,2-1
2005,North Korea,North Korea,Bahrain,1-2
2005,Saudi Arabia,Saudi Arabia,South Korea,2-0
2005,Armenia,Armenia,Andorra,2-1
2005,Belgium,Belgium,Bosnia and Herzegovina,4-1
2005,Bolivia,Bolivia,Argentina,1-2
2005,Bulgaria,Bulgaria,Sweden,0-3
2005,Burkina Faso,Burkina Faso,Cape Verde,1-2
2005,Chile,Chile,Uruguay,1-1
2005,Costa Rica,Costa Rica,Panama,2-1
2005,Croatia,Croatia,Iceland,4-0
2005,Czech Republic,Czech Republic,Finland,4-3
2005,Denmark,Denmark,Kazakhstan,3-0
2005,England,England,Northern Ireland,4-0
